0.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00
2.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+01
4.000000000000000000e+00,1.300000000000000000e+01
5.000000000000000000e+00,1.400000000000000000e+01
6.000000000000000000e+00,1.900000000000000000e+01
7.000000000000000000e+00,2.100000000000000000e+01
8.000000000000000000e+00,2.300000000000000000e+01
9.000000000000000000e+00,2.500000000000000000e+01
1.000000000000000000e+01,2.600000000000000000e+01
1.100000000000000000e+01,2.700000000000000000e+01
1.200000000000000000e+01,2.800000000000000000e+01
1.300000000000000000e+01,3.600000000000000000e+01
1.400000000000000000e+01,3.700000000000000000e+01
1.500000000000000000e+01,3.800000000000000000e+01
1.600000000000000000e+01,3.900000000000000000e+01
1.700000000000000000e+01,4.100000000000000000e+01
1.800000000000000000e+01,4.300000000000000000e+01
1.900000000000000000e+01,4.500000000000000000e+01
2.000000000000000000e+01,4.600000000000000000e+01
2.100000000000000000e+01,4.900000000000000000e+01
2.200000000000000000e+01,5.200000000000000000e+01
2.300000000000000000e+01,5.400000000000000000e+01
2.400000000000000000e+01,5.600000000000000000e+01
2.500000000000000000e+01,6.000000000000000000e+01
2.600000000000000000e+01,6.100000000000000000e+01
2.700000000000000000e+01,6.200000000000000000e+01
2.800000000000000000e+01,6.300000000000000000e+01
2.900000000000000000e+01,6.700000000000000000e+01
3.000000000000000000e+01,6.800000000000000000e+01
3.100000000000000000e+01,7.200000000000000000e+01
3.200000000000000000e+01,7.300000000000000000e+01
3.300000000000000000e+01,7.400000000000000000e+01
3.400000000000000000e+01,7.500000000000000000e+01
3.500000000000000000e+01,1.213060000000000000e+05
3.600000000000000000e+01,2.430960000000000000e+05
3.700000000000000000e+01,3.811130000000000000e+05
3.800000000000000000e+01,3.811260000000000000e+05
3.900000000000000000e+01,3.811280000000000000e+05
4.000000000000000000e+01,3.811290000000000000e+05
4.100000000000000000e+01,3.811330000000000000e+05
4.200000000000000000e+01,3.811390000000000000e+05
4.300000000000000000e+01,3.812270000000000000e+05
4.400000000000000000e+01,3.812330000000000000e+05
4.500000000000000000e+01,3.812340000000000000e+05
4.600000000000000000e+01,3.812350000000000000e+05
4.700000000000000000e+01,3.812360000000000000e+05
4.800000000000000000e+01,3.813520000000000000e+05
4.900000000000000000e+01,3.813610000000000000e+05
5.000000000000000000e+01,3.813640000000000000e+05
5.100000000000000000e+01,3.813650000000000000e+05
5.200000000000000000e+01,3.813680000000000000e+05
5.300000000000000000e+01,3.813690000000000000e+05
5.400000000000000000e+01,3.813700000000000000e+05
5.500000000000000000e+01,3.813710000000000000e+05
5.600000000000000000e+01,3.813740000000000000e+05
5.700000000000000000e+01,3.813780000000000000e+05
5.800000000000000000e+01,3.813810000000000000e+05
5.900000000000000000e+01,3.813840000000000000e+05
6.000000000000000000e+01,3.813860000000000000e+05
6.100000000000000000e+01,3.813890000000000000e+05
6.200000000000000000e+01,4.106920000000000000e+05
6.300000000000000000e+01,4.106950000000000000e+05
6.400000000000000000e+01,4.185350000000000000e+05
6.500000000000000000e+01,4.185360000000000000e+05
6.600000000000000000e+01,4.185470000000000000e+05
6.700000000000000000e+01,4.185480000000000000e+05
6.800000000000000000e+01,4.185490000000000000e+05
6.900000000000000000e+01,4.185510000000000000e+05
7.000000000000000000e+01,4.185520000000000000e+05
7.100000000000000000e+01,4.185590000000000000e+05
7.200000000000000000e+01,4.185600000000000000e+05
7.300000000000000000e+01,4.185610000000000000e+05
7.400000000000000000e+01,4.185620000000000000e+05
7.500000000000000000e+01,4.185640000000000000e+05
7.600000000000000000e+01,4.185650000000000000e+05
7.700000000000000000e+01,4.185660000000000000e+05
7.800000000000000000e+01,4.185700000000000000e+05
7.900000000000000000e+01,4.185720000000000000e+05
8.000000000000000000e+01,4.185740000000000000e+05
8.100000000000000000e+01,4.185810000000000000e+05
8.200000000000000000e+01,4.185830000000000000e+05
8.300000000000000000e+01,4.185840000000000000e+05
8.400000000000000000e+01,4.185850000000000000e+05
8.500000000000000000e+01,4.185860000000000000e+05
8.600000000000000000e+01,4.185880000000000000e+05
8.700000000000000000e+01,4.185890000000000000e+05
8.800000000000000000e+01,4.186890000000000000e+05
8.900000000000000000e+01,4.186900000000000000e+05
9.000000000000000000e+01,4.186910000000000000e+05
9.100000000000000000e+01,4.186950000000000000e+05
9.200000000000000000e+01,4.186970000000000000e+05
9.300000000000000000e+01,4.187080000000000000e+05
9.400000000000000000e+01,4.215650000000000000e+05
9.500000000000000000e+01,4.215690000000000000e+05
9.600000000000000000e+01,4.215710000000000000e+05
9.700000000000000000e+01,4.215740000000000000e+05
9.800000000000000000e+01,4.215780000000000000e+05
9.900000000000000000e+01,4.215870000000000000e+05
1.000000000000000000e+02,4.215920000000000000e+05
1.010000000000000000e+02,4.215930000000000000e+05
1.020000000000000000e+02,4.220530000000000000e+05
1.030000000000000000e+02,4.220550000000000000e+05
1.040000000000000000e+02,4.220690000000000000e+05
1.050000000000000000e+02,4.220800000000000000e+05
1.060000000000000000e+02,4.220820000000000000e+05
1.070000000000000000e+02,4.220840000000000000e+05
1.080000000000000000e+02,4.220870000000000000e+05
1.090000000000000000e+02,4.220900000000000000e+05
1.100000000000000000e+02,4.220910000000000000e+05
1.110000000000000000e+02,4.507990000000000000e+05
1.120000000000000000e+02,4.852310000000000000e+05
1.130000000000000000e+02,4.852410000000000000e+05
1.140000000000000000e+02,4.866990000000000000e+05
1.150000000000000000e+02,4.867020000000000000e+05
1.160000000000000000e+02,4.867030000000000000e+05
1.170000000000000000e+02,4.867040000000000000e+05
1.180000000000000000e+02,4.867070000000000000e+05
1.190000000000000000e+02,4.867110000000000000e+05
1.200000000000000000e+02,4.868050000000000000e+05
1.210000000000000000e+02,4.868160000000000000e+05
1.220000000000000000e+02,4.868200000000000000e+05
1.230000000000000000e+02,4.868210000000000000e+05
1.240000000000000000e+02,4.868260000000000000e+05
1.250000000000000000e+02,4.868270000000000000e+05
1.260000000000000000e+02,4.869560000000000000e+05
1.270000000000000000e+02,4.869570000000000000e+05
1.280000000000000000e+02,4.869580000000000000e+05
1.290000000000000000e+02,4.869590000000000000e+05
1.300000000000000000e+02,4.869610000000000000e+05
1.310000000000000000e+02,4.872950000000000000e+05
1.320000000000000000e+02,4.873850000000000000e+05
1.330000000000000000e+02,4.873860000000000000e+05
1.340000000000000000e+02,4.873900000000000000e+05
1.350000000000000000e+02,4.873910000000000000e+05
1.360000000000000000e+02,4.873970000000000000e+05
1.370000000000000000e+02,4.873990000000000000e+05
1.380000000000000000e+02,4.874020000000000000e+05
1.390000000000000000e+02,4.874030000000000000e+05
1.400000000000000000e+02,4.874040000000000000e+05
1.410000000000000000e+02,4.874070000000000000e+05
1.420000000000000000e+02,4.874110000000000000e+05
1.430000000000000000e+02,4.874140000000000000e+05
1.440000000000000000e+02,4.875350000000000000e+05
1.450000000000000000e+02,4.875380000000000000e+05
1.460000000000000000e+02,4.875410000000000000e+05
1.470000000000000000e+02,4.875450000000000000e+05
1.480000000000000000e+02,4.875470000000000000e+05
1.490000000000000000e+02,4.875480000000000000e+05
1.500000000000000000e+02,4.957670000000000000e+05
1.510000000000000000e+02,5.149950000000000000e+05
1.520000000000000000e+02,5.149960000000000000e+05
1.530000000000000000e+02,5.673350000000000000e+05
1.540000000000000000e+02,5.673360000000000000e+05
1.550000000000000000e+02,5.673410000000000000e+05
1.560000000000000000e+02,5.673450000000000000e+05
1.570000000000000000e+02,5.673480000000000000e+05
1.580000000000000000e+02,5.673760000000000000e+05
1.590000000000000000e+02,5.673770000000000000e+05
1.600000000000000000e+02,5.673820000000000000e+05
1.610000000000000000e+02,5.673830000000000000e+05
1.620000000000000000e+02,5.675960000000000000e+05
1.630000000000000000e+02,5.675970000000000000e+05
1.640000000000000000e+02,5.675990000000000000e+05
1.650000000000000000e+02,5.676010000000000000e+05
1.660000000000000000e+02,5.676040000000000000e+05
1.670000000000000000e+02,5.676080000000000000e+05
1.680000000000000000e+02,5.676100000000000000e+05
1.690000000000000000e+02,5.676110000000000000e+05
1.700000000000000000e+02,5.676160000000000000e+05
1.710000000000000000e+02,5.676170000000000000e+05
1.720000000000000000e+02,5.676180000000000000e+05
1.730000000000000000e+02,5.676240000000000000e+05
1.740000000000000000e+02,5.676260000000000000e+05
1.750000000000000000e+02,5.677480000000000000e+05
1.760000000000000000e+02,5.677520000000000000e+05
1.770000000000000000e+02,5.677560000000000000e+05
1.780000000000000000e+02,5.677570000000000000e+05
1.790000000000000000e+02,5.677630000000000000e+05
1.800000000000000000e+02,5.677640000000000000e+05
1.810000000000000000e+02,5.677690000000000000e+05
1.820000000000000000e+02,5.677770000000000000e+05
1.830000000000000000e+02,5.677800000000000000e+05
1.840000000000000000e+02,5.677820000000000000e+05
1.850000000000000000e+02,5.677830000000000000e+05
1.860000000000000000e+02,5.677900000000000000e+05
1.870000000000000000e+02,5.679020000000000000e+05
1.880000000000000000e+02,5.679070000000000000e+05
1.890000000000000000e+02,5.679090000000000000e+05
1.900000000000000000e+02,5.679100000000000000e+05
1.910000000000000000e+02,5.679170000000000000e+05
1.920000000000000000e+02,5.679200000000000000e+05
1.930000000000000000e+02,5.679240000000000000e+05
1.940000000000000000e+02,5.679290000000000000e+05
1.950000000000000000e+02,5.679300000000000000e+05
1.960000000000000000e+02,5.679330000000000000e+05
1.970000000000000000e+02,5.689120000000000000e+05
1.980000000000000000e+02,5.956650000000000000e+05
1.990000000000000000e+02,5.956660000000000000e+05
2.000000000000000000e+02,5.956720000000000000e+05
2.010000000000000000e+02,5.956770000000000000e+05
2.020000000000000000e+02,5.996010000000000000e+05
2.030000000000000000e+02,5.996040000000000000e+05
2.040000000000000000e+02,5.996050000000000000e+05
2.050000000000000000e+02,5.996070000000000000e+05
2.060000000000000000e+02,5.996100000000000000e+05
2.070000000000000000e+02,5.996140000000000000e+05
2.080000000000000000e+02,5.996190000000000000e+05
2.090000000000000000e+02,5.996200000000000000e+05
2.100000000000000000e+02,5.996210000000000000e+05
2.110000000000000000e+02,5.996230000000000000e+05
2.120000000000000000e+02,5.996240000000000000e+05
2.130000000000000000e+02,5.996260000000000000e+05
2.140000000000000000e+02,5.996320000000000000e+05
2.150000000000000000e+02,5.996370000000000000e+05
2.160000000000000000e+02,5.997560000000000000e+05
2.170000000000000000e+02,5.997570000000000000e+05
2.180000000000000000e+02,5.997580000000000000e+05
2.190000000000000000e+02,5.997600000000000000e+05
2.200000000000000000e+02,5.997630000000000000e+05
2.210000000000000000e+02,5.997640000000000000e+05
2.220000000000000000e+02,5.997650000000000000e+05
2.230000000000000000e+02,5.997700000000000000e+05
2.240000000000000000e+02,5.997880000000000000e+05
2.250000000000000000e+02,5.997920000000000000e+05
2.260000000000000000e+02,5.997930000000000000e+05
2.270000000000000000e+02,5.997940000000000000e+05
2.280000000000000000e+02,6.029430000000000000e+05
2.290000000000000000e+02,6.029450000000000000e+05
2.300000000000000000e+02,6.029460000000000000e+05
2.310000000000000000e+02,6.029480000000000000e+05
2.320000000000000000e+02,6.029490000000000000e+05
2.330000000000000000e+02,6.029510000000000000e+05
2.340000000000000000e+02,6.029530000000000000e+05
2.350000000000000000e+02,6.029540000000000000e+05
2.360000000000000000e+02,6.029550000000000000e+05
2.370000000000000000e+02,6.029620000000000000e+05
2.380000000000000000e+02,6.029710000000000000e+05
2.390000000000000000e+02,6.029720000000000000e+05
2.400000000000000000e+02,6.029730000000000000e+05
2.410000000000000000e+02,6.029740000000000000e+05
2.420000000000000000e+02,6.029780000000000000e+05
2.430000000000000000e+02,6.029790000000000000e+05
2.440000000000000000e+02,6.029800000000000000e+05
2.450000000000000000e+02,6.029810000000000000e+05
2.460000000000000000e+02,6.029820000000000000e+05
2.470000000000000000e+02,6.029850000000000000e+05
2.480000000000000000e+02,6.029870000000000000e+05
2.490000000000000000e+02,6.031070000000000000e+05
2.500000000000000000e+02,6.031080000000000000e+05
2.510000000000000000e+02,6.031090000000000000e+05
2.520000000000000000e+02,6.031100000000000000e+05
2.530000000000000000e+02,6.031110000000000000e+05
2.540000000000000000e+02,6.031150000000000000e+05
2.550000000000000000e+02,6.031160000000000000e+05
2.560000000000000000e+02,6.031170000000000000e+05
2.570000000000000000e+02,6.031220000000000000e+05
2.580000000000000000e+02,6.031260000000000000e+05
2.590000000000000000e+02,6.031280000000000000e+05
2.600000000000000000e+02,6.031290000000000000e+05
2.610000000000000000e+02,6.031310000000000000e+05
2.620000000000000000e+02,6.279660000000000000e+05
2.630000000000000000e+02,6.279670000000000000e+05
2.640000000000000000e+02,6.279690000000000000e+05
2.650000000000000000e+02,6.319420000000000000e+05
2.660000000000000000e+02,6.319430000000000000e+05
2.670000000000000000e+02,6.319450000000000000e+05
2.680000000000000000e+02,6.319460000000000000e+05
2.690000000000000000e+02,6.319470000000000000e+05
2.700000000000000000e+02,6.319490000000000000e+05
2.710000000000000000e+02,6.319510000000000000e+05
2.720000000000000000e+02,6.319520000000000000e+05
2.730000000000000000e+02,6.319540000000000000e+05
2.740000000000000000e+02,6.319560000000000000e+05
2.750000000000000000e+02,6.347010000000000000e+05
2.760000000000000000e+02,6.347030000000000000e+05
2.770000000000000000e+02,6.347050000000000000e+05
2.780000000000000000e+02,6.347150000000000000e+05
2.790000000000000000e+02,6.381970000000000000e+05
2.800000000000000000e+02,6.382040000000000000e+05
2.810000000000000000e+02,6.382070000000000000e+05
2.820000000000000000e+02,6.382170000000000000e+05
2.830000000000000000e+02,6.382210000000000000e+05
2.840000000000000000e+02,6.382240000000000000e+05
2.850000000000000000e+02,6.382300000000000000e+05
2.860000000000000000e+02,6.382320000000000000e+05
2.870000000000000000e+02,6.383410000000000000e+05
2.880000000000000000e+02,6.383470000000000000e+05
2.890000000000000000e+02,6.383560000000000000e+05
2.900000000000000000e+02,6.383680000000000000e+05
2.910000000000000000e+02,6.383750000000000000e+05
2.920000000000000000e+02,6.534450000000000000e+05
2.930000000000000000e+02,6.602350000000000000e+05
2.940000000000000000e+02,6.602550000000000000e+05
2.950000000000000000e+02,6.602580000000000000e+05
2.960000000000000000e+02,6.602620000000000000e+05
2.970000000000000000e+02,6.602650000000000000e+05
2.980000000000000000e+02,6.602720000000000000e+05
2.990000000000000000e+02,6.603850000000000000e+05
3.000000000000000000e+02,6.603890000000000000e+05
3.010000000000000000e+02,6.603940000000000000e+05
3.020000000000000000e+02,6.604020000000000000e+05
3.030000000000000000e+02,6.604040000000000000e+05
3.040000000000000000e+02,6.604050000000000000e+05
3.050000000000000000e+02,6.604080000000000000e+05
3.060000000000000000e+02,6.604100000000000000e+05
3.070000000000000000e+02,6.604110000000000000e+05
3.080000000000000000e+02,6.607660000000000000e+05
3.090000000000000000e+02,6.607690000000000000e+05
3.100000000000000000e+02,6.607980000000000000e+05
3.110000000000000000e+02,6.609170000000000000e+05
3.120000000000000000e+02,6.609210000000000000e+05
3.130000000000000000e+02,6.609270000000000000e+05
3.140000000000000000e+02,6.609500000000000000e+05
3.150000000000000000e+02,6.609510000000000000e+05
3.160000000000000000e+02,6.610910000000000000e+05
3.170000000000000000e+02,6.621910000000000000e+05
3.180000000000000000e+02,6.621980000000000000e+05
3.190000000000000000e+02,6.622020000000000000e+05
3.200000000000000000e+02,6.622030000000000000e+05
3.210000000000000000e+02,6.622050000000000000e+05
3.220000000000000000e+02,6.622060000000000000e+05
3.230000000000000000e+02,6.622070000000000000e+05
3.240000000000000000e+02,6.622080000000000000e+05
3.250000000000000000e+02,6.622100000000000000e+05
3.260000000000000000e+02,6.622110000000000000e+05
3.270000000000000000e+02,6.622120000000000000e+05
3.280000000000000000e+02,6.622130000000000000e+05
